Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19768829229,13276066792,17216842929,21305920748,24492139804,30250480207,33811230245,35790070634,37784074394,39744295950,45450886732,50608425225,53130545251,58160760201,73041556990,82156816911,91589775903,1.03385E+11,1.06671E+11,94854779206,1.08905E+11,1.1622E+11,1.19282E+11,1.19356E+11,1.31312E+11,1.40304E+11,1.44275E+11,1.53293E+11,1.62158E+11,1.64664E+11,1.5337E+11,1.7106E+11
Germany,,,,,,,,,,,1.61882E+11,1.73813E+11,1.85072E+11,1.91819E+11,1.92668E+11,1.98298E+11,2.1988E+11,2.27922E+11,2.40344E+11,2.63489E+11,2.71621E+11,2.63578E+11,2.61523E+11,2.68583E+11,2.82747E+11,2.94141E+11,3.03658E+11,3.17554E+11,3.34935E+11,3.63711E+11,4.02897E+11,4.46819E+11,4.60287E+11,4.29522E+11,4.64908E+11,4.97258E+11,5.17592E+11,5.65258E+11,6.18469E+11,6.73397E+11,7.46019E+11,7.52356E+11,7.32683E+11,7.74011E+11,8.34617E+11,8.84395E+11,9.83028E+11,1.04403E+12,1.06806E+12,9.64543E+11,1.08866E+12,1.16841E+12,1.1696E+12,1.20089E+12,1.24803E+12,1.32039E+12,1.37967E+12,1.45177E+12,1.50788E+12,1.55145E+12,1.41823E+12,1.54947E+12
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3980702498,3080161016,2980599356,2780618601,4180862781,4060428560,4468564689,3148587220,
Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326948148.1,,,,,,
Denmark,,,,,,,17198902943,18403564571,19575308622,22082397353,24095516045,24445959661,24727443048,29128457916,28540594692,27123938779,31675643606,31947850556,32257633383,34407659441,32493038248,32673464944,33698264956,34362368237,36204812746,39799929267,43174553585,42665892706,44468220875,46868472306,47981896018,49916406160,49851077818,49145620070,55676670530,59465837449,61327987344,66995869934,72074870708,73910946520,84044084613,86061311418,91545067648,90600036725,97080920319,1.08149E+11,1.23253E+11,1.30448E+11,1.36671E+11,1.20347E+11,1.20998E+11,1.30005E+11,1.33527E+11,1.3549E+11,1.4077E+11,1.4719E+11,1.52581E+11,1.58963E+11,1.67058E+11,1.71997E+11,1.6498E+11,1.78536E+11
Dominican Republic,1397726470,1229325673,2336560736,2781770894,3206981287,1973446583,2685256741,2679530399,2894745497,3168377538,3560329896,3307208766,3483724215,3956867103,4742526523,4845292666,4656127861,4912492565,4787782155,5365740893,6048371786,5167940761,4224201961,4390193162,4143358903,4315487515,5176465986,6109295324,6221330730,7202422770,6166625970,6326958246,7666008746,8212027246,8915202204,9367820579,9684376528,11350629744,13271179519,13404739769,14414366117,13565535955,13595374636,12225630524,12945547206,14074295572,14924468086,15604829196,16460233679,14727625159,17482163549,17501835639,17768370730,17379977166,18210090309,20217567770,21859830537,21209362348,23017599277,24355584805,20794184176,25923873449
Algeria,16285345193,14064615814,3516153930,8327732947,7032307908,6477125782,6136224807,5941423541,7061528122,8522534262,9593938795,8863435725,10324440843,12954251613,17483369111,20356681247,19431377931,23522193772,25372802446,23229993380,24009196501,27922694152,27448009114,29149786731,29878530408,31581606616,24633654117,17563793829,18160963168,21212006373,19133229105,15708380832,16430966665,15330091551,16265227043,16590532511,14383990816,14729207018,15804439485,16072482792,17289299344,19167138543,23473027340,24646211025,27671753841,29419021108,28979467437,32434293241,37479515090,42355895604,44210310807,41819144280,47644761681,52313948326,56708319985,60621194064,58923800631,54740210786,52769563197,49128463337,41126038226,39687451762
East Asia & Pacific (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94737E+12,,,,,,
Early-demographic dividend,1.56689E+11,1.56801E+11,1.45438E+11,1.61822E+11,1.84055E+11,1.9818E+11,2.07111E+11,2.28533E+11,2.39628E+11,2.50667E+11,2.7975E+11,2.91393E+11,2.987E+11,3.38141E+11,4.50057E+11,5.44467E+11,5.32402E+11,5.78674E+11,5.09709E+11,4.97107E+11,5.55431E+11,5.79415E+11,5.05209E+11,5.3761E+11,4.89077E+11,4.9318E+11,4.773E+11,4.98484E+11,4.97834E+11,5.44412E+11,6.21568E+11,7.02745E+11,7.57886E+11,7.75396E+11,7.82346E+11,8.34755E+11,9.11276E+11,1.01616E+12,1.07151E+12,1.03844E+12,1.168E+12,1.16246E+12,1.2109E+12,1.31427E+12,1.4986E+12,1.69787E+12,1.89431E+12,2.08757E+12,2.28237E+12,2.06865E+12,2.34041E+12,2.55135E+12,2.65653E+12,2.66541E+12,2.72308E+12,2.70452E+12,2.7214E+12,2.9941E+12,3.14636E+12,3.10337E+12,2.68727E+12,3.11939E+12
East Asia & Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0313E+12,,,,,,
Europe & Central Asia (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.86466E+11,3.84747E+11,2.70644E+11,2.45652E+11,2.41656E+11,2.62532E+11,2.80877E+11,3.00397E+11,2.82938E+11,2.5756E+11,3.17157E+11,3.15155E+11,3.55268E+11,4.13272E+11,4.98451E+11,5.58972E+11,6.38354E+11,7.6606E+11,8.32448E+11,6.27135E+11,7.33839E+11,8.54567E+11,9.12415E+11,9.53105E+11,9.06698E+11,7.94447E+11,8.00389E+11,9.00208E+11,9.17004E+11,9.39435E+11,8.82335E+11,9.83793E+11
Europe & Central Asia,,,,,,,,,,,1.14719E+12,1.20639E+12,1.3106E+12,1.45094E+12,1.48514E+12,1.39889E+12,1.55871E+12,1.60455E+12,1.66227E+12,1.81559E+12,1.85857E+12,1.84271E+12,1.86759E+12,1.89168E+12,2.01422E+12,2.11159E+12,2.23214E+12,2.37826E+12,2.54255E+12,2.73857E+12,2.8521E+12,2.73091E+12,2.72021E+12,2.62843E+12,2.82282E+12,3.04615E+12,3.21381E+12,3.53777E+12,3.84283E+12,4.06756E+12,4.55967E+12,4.68106E+12,4.78217E+12,4.97407E+12,5.39282E+12,5.78458E+12,6.33805E+12,6.8205E+12,6.93782E+12,6.07638E+12,6.69611E+12,7.08987E+12,7.10622E+12,7.28861E+12,7.52573E+12,7.88547E+12,8.20763E+12,8.6647E+12,8.97968E+12,9.33885E+12,8.52276E+12,9.27064E+12
Ecuador,1628972879,1617619480,1797195070,1730673747,1900335102,1989723130,2054130300,2476158887,2785053225,2785696842,2875251736,3461450536,3263334903,3859446364,5670741607,5983205747,6102189972,7158169441,7428434790,7602645670,8319871992,8060128227,8286156265,6436588535,6205197420,6733580742,6699619771,7903376359,6544527191,6843230127,6736798828,7530963712,7868792108,7825460407,9075693806,10094910536,8823257130,10633161059,11327694495,7748654636,8742166160,10990860236,13080771101,12549733158,13914755308,15917831698,17473563099,18706315953,21407360398,19283902486,22142567324,22949977801,23141578305,24753613043,25930549460,23815449000,21524322852,24158127254,25222096907,25303680758,21801800780,24689793263
"Egypt, Arab Rep.",5722541356,5616932992,5661682299,6778624997,7473134239,6809054525,7226118065,7059650643,6596047825,6843063999,7824156448,7922798289,8011432986,8726228935,9285199366,11209919322,9697474606,11451791620,11452980181,12912533903,13961986405,16973254824,14737392023,15685709353,18605875110,18723721561,17619777593,16179624630,16675763034,16951395481,17571568486,17778292822,16951395482,19081350240,19315193012,20148257919,19786345252,20835486241,21196985212,23901654793,24854697539,24575038516,25232801515,25555922370,29962115884,37100149376,45178170819,58191128997,73490415800,60344694285,58437891685,63350712519,70192768935,70606478771,70675430410,71347708895,69761821188,1.06392E+11,1.1768E+11,1.07187E+11,88011709916,88228729448
Euro area,,,,,,,,,,,5.97659E+11,6.3117E+11,6.91573E+11,7.66176E+11,7.85928E+11,7.43919E+11,8.36255E+11,8.61913E+11,9.00331E+11,9.87595E+11,1.0205E+12,1.00187E+12,1.00689E+12,1.01043E+12,1.06945E+12,1.11464E+12,1.16901E+12,1.26105E+12,1.36355E+12,1.49076E+12,1.60555E+12,1.69311E+12,1.75747E+12,1.67644E+12,1.82148E+12,1.97103E+12,2.05446E+12,2.25842E+12,2.48915E+12,2.68139E+12,3.00547E+12,3.08334E+12,3.10137E+12,3.1947E+12,3.41887E+12,3.6297E+12,3.93987E+12,4.20896E+12,4.21865E+12,3.74044E+12,4.1062E+12,4.2864E+12,4.23445E+12,4.2933E+12,4.49784E+12,4.8503E+12,5.05904E+12,5.32295E+12,5.52468E+12,5.78757E+12,5.26677E+12,5.72938E+12
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,,,,,,,,,,,26626515293,26813035505,33328732059,38894114179,42005560012,41627310425,45706784063,43193453331,42761018463,47636589791,49172514004,47398035643,49734458984,49137689723,48482351496,52142113051,61101566113,76250322556,88511791384,1.04194E+11,1.14219E+11,1.26032E+11,1.34628E+11,1.27593E+11,1.42196E+11,1.57938E+11,1.69479E+11,1.91322E+11,2.18189E+11,2.48058E+11,2.718E+11,2.81734E+11,2.92095E+11,3.09716E+11,3.39659E+11,3.63299E+11,3.93137E+11,4.25531E+11,4.02094E+11,3.285E+11,3.48863E+11,3.46803E+11,3.26566E+11,3.25866E+11,3.48019E+11,3.65688E+11,3.75378E+11,4.00858E+11,4.16572E+11,4.21568E+11,3.57512E+11,4.07337E+11
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3305386466,3709107141,3907237296,4214060881,5453122716,6161587749,5808569594,5497684082,6177497054,6998242572,7978195423,9265541040,10812825556,13051377654,14745701476,13837686112,9602584428,11643799673,14809553942,16244324975,16641658184,17148708903,16825097279,17918265935,18633374731,19693361185,20441678811,20616751069,24869495117
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10490653551,12820251163,13360393985,16057184444,19565924879,19575312337,18113329059,18512553767,21930692592,25352549597,31570733766
European Union,,,,,,,,,,,7.31082E+11,7.66999E+11,8.35681E+11,9.26071E+11,9.51903E+11,9.02111E+11,1.01371E+12,1.04025E+12,1.0801E+12,1.18463E+12,1.219E+12,1.20231E+12,1.21009E+12,1.2186E+12,1.2919E+12,1.35592E+12,1.42094E+12,1.52809E+12,1.62915E+12,1.75987E+12,1.83281E+12,1.89712E+12,1.97029E+12,1.89235E+12,2.06026E+12,2.23583E+12,2.34289E+12,2.58586E+12,2.85188E+12,3.05884E+12,3.43123E+12,3.51751E+12,3.55333E+12,3.67458E+12,3.95608E+12,4.21661E+12,4.60696E+12,4.9624E+12,5.01527E+12,4.42482E+12,4.85686E+12,5.08642E+12,5.0394E+12,5.11332E+12,5.38234E+12,5.79071E+12,6.05432E+12,6.39119E+12,6.65821E+12,6.96477E+12,6.39229E+12,6.99256E+12
Fragile and conflict affected situations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12238E+11,5.2285E+11,4.50129E+11,4.57046E+11,4.36583E+11,4.34764E+11,4.50897E+11,4.44612E+11,3.94488E+11,3.75695E+11,3.9816E+11,4.47341E+11,5.01292E+11,4.57372E+11,
Finland,,,,,,,,,,,14015299154,13990953113,14692610174,16567963228,17644060919,18084616312,17824190337,17515759067,16824490375,19928002080,21632172829,20640268304,21096278102,21963917183,22165848529,23576039413,24407064568,26553972011,29440924553,32088222310,31968394918,27710084443,27904249199,28283702608,31907371709,34520274566,37017788083,41415897181,44925286454,46851400832,53814703734,54559186884,56901368596,59239112256,64052179176,71214084885,75907324412,81510364510,88003233946,73044781154,77649259650,82468983647,83395426911,83499721123,82750799921,84375126793,89202617380,93050408085,98382727037,1.00707E+11,94016793813,99034011104
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2451402889,,,,,,
France,32267754255,34674210714,37153261826,41962924427,48371835025,49597275037,55270488275,60680410553,67961539746,81818438738,87779863482,94143267187,1.0804E+11,1.24193E+11,1.31039E+11,1.194E+11,1.41605E+11,1.44149E+11,1.50535E+11,1.63786E+11,1.72215E+11,1.6981E+11,1.75859E+11,1.71113E+11,1.76934E+11,1.85327E+11,1.97679E+11,2.12845E+11,2.30817E+11,2.4944E+11,2.62018E+11,2.69763E+11,2.74529E+11,2.65417E+11,2.88939E+11,3.10676E+11,3.18274E+11,3.43658E+11,3.84555E+11,4.11284E+11,4.74431E+11,4.8573E+11,4.95181E+11,4.99606E+11,5.306E+11,5.64136E+11,5.95731E+11,6.30019E+11,6.38178E+11,5.78479E+11,6.29921E+11,6.66691E+11,6.68026E+11,6.84182E+11,7.17698E+11,7.60029E+11,7.82288E+11,8.17388E+11,8.42557E+11,8.62309E+11,7.5999E+11,8.20773E+11
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1348578308,,,,,,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247594700,,,,,,
Gabon,192540532.3,221471491.6,234440528.9,292302447.5,323228653.4,352159612.7,389372662.9,492747654.6,529961874.9,589229685.7,631267036.6,658143757.9,771168894.3,771168894.3,1680853287,2154995773,2425145460,2396890147,1946179844,1661556881,1929640621,2773105993,2508260973,2877956661,2926886972,2981642321,2857763199,1736637726,1973134232,2107498421,2008084454,1969344927,2006177973,2122842496,1780991927,1793663471,1837429067,2093866461,2639421353,2023834128,1690351526,1696893572,1835609183,1639985772,1684035164,1840274294,2156376469,2234241091,2513685527,2516998486,3312073725,3725934548,4066706610,4170219292,4498319281,4015443355,3752275435,3479020527,5261699287,6601025327,6205358089,6609545428
United Kingdom,,,,,,,,,,,1.14499E+11,1.20658E+11,1.32625E+11,1.47459E+11,1.48941E+11,1.39121E+11,1.46297E+11,1.4911E+11,1.54674E+11,1.69592E+11,1.63613E+11,1.59136E+11,1.66982E+11,1.77945E+11,1.95518E+11,2.00441E+11,2.14218E+11,2.31111E+11,2.60651E+11,2.79994E+11,2.81568E+11,2.69248E+11,2.87506E+11,2.97053E+11,3.14682E+11,3.32126E+11,3.62654E+11,3.97915E+11,4.34171E+11,4.69009E+11,5.10508E+11,5.4387E+11,5.75939E+11,5.90598E+11,6.31068E+11,6.74472E+11,7.47048E+11,7.31612E+11,7.21123E+11,6.65089E+11,7.16927E+11,7.34229E+11,7.49471E+11,7.72766E+11,8.09065E+11,8.49467E+11,8.79472E+11,9.05178E+11,9.32985E+11,9.60289E+11,8.08864E+11,8.3993E+11
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5363019433,6202265016,6871766624,7053276341,8077821355,8659322258,8865244789,9582602565,10566209844,11266345525,9396943727,10194497026
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8409574851,10232716684,12753226380,11152595108,14130450393,19793885296,22324744607,22832201302,19541363641,21091449793,20860742967,22460996001,23575576996,27319652921,12430448217,26577070730
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2562077930,3025588139,2774222436,2850309961,2951064889,3518505077,3969151406,4307497536,4094021473,4480281625,7659390734,6309098139,5953348596,5742930302,4731636569,5072314402
"Gambia, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280854479.6,283713525.2,288523134.8,272758303.4,260547239.1,295310028.4,309177736,308456294.5,347173651.7,350014610.6,432331893.5,459500320,466526307.2,555548805.8,653369026.3,642527626.5,746618070.8,805600926.4
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257681709.7,281459545.3,281672728.6,302360597.6,300713354.8,227070916.1,223833861.2,292003219.4,337933434,387409522.7,459548544,380356813.8,433987162.5,420967547.6,
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3702100776,4310177545,6075188113,7304259419,6555760957,8491037371,6845239528,8475079745,6978092448,6584323905,5566862090,4660217878,5048397218,5361254728,4758699710,4243392507,4775506002
Greece,2695851040,3033556696,3353489620,3895793336,4675981831,5443970233,5501449769,5814548093,6466898291,7387168447,7527733190,8121298177,9282612005,12404623729,10553658878,10709464444,11736301982,12923388685,13509421190,14822964625,16206850068,17253784212,16804151894,17236834184,16870986732,17618455581,20063419238,20492792960,21996068647,24299509498,26332426696,27869403837,28169483803,28346415605,28771690786,31345319107,34459879341,37367532065,44154159462,50550449129,60751583586,61353894863,59248114844,63628590454,66439449273,67006911860,75925385063,87693379171,88851556407,70766786982,68339054059,61781989317,58376935308,56346805206,60147971960,64870128721,66268609806,71155342834,76918531132,79266040725,73217560049,84980718900
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927167176.3,935783207.7,1068250884,993081338.4,1117587558,1304506726,1181903340,1637639642,1932457096,1352625587,1262994504,1118226910,1137635815,1262720496,1218437749,1247924061,1428495375,1389159995,
Guatemala,2269367131,2100401107,2263872432,2931494980,3217226415,3393061160,3449383239,3669176664,3814789827,3733740994,4029088425,4287345704,4048320352,4453564496,5092339164,4836829309,6279223715,6865797451,7165266008,6632266926,6060803991,5812162665,4592309109,3680166339,3942544765,3434272438,2934242361,4338172935,4501644302,4765396429,4950847148,5072406647,6937230335,7244053705,7603451690,8180616071,7619309639,9105267192,11336159671,11416863662,12105961438,12943721091,13200829816,13271697578,14026023218,13945798520,14845310725,15919319998,15004410001,13833860558,15216498211,16281954071,16736528622,17449301000,18037375936,18695372577,18871549588,19404628422,20166647847,21156990383,20183081165,25079344767
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2193749532,2186031855,2224620237,2161914116,2310479388,2656810119,2708904435,2793798876,2800551843,2897987508,2929822923,3136270768,3205729856,3089000000,3077423485,2988670206,3068741099,3342718613,3245282948,
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,,,,,,,,,,,1.46308E+12,1.54644E+12,1.68813E+12,1.87778E+12,1.92832E+12,1.79792E+12,2.00891E+12,2.1013E+12,2.21427E+12,2.3991E+12,2.39594E+12,2.41101E+12,2.40965E+12,2.48564E+12,2.75005E+12,2.87044E+12,3.07076E+12,3.29861E+12,3.60065E+12,3.91236E+12,4.1464E+12,4.26291E+12,4.47071E+12,4.53809E+12,4.97262E+12,5.43325E+12,5.81018E+12,6.38928E+12,6.79921E+12,7.32392E+12,8.21407E+12,8.23188E+12,8.45483E+12,8.8541E+12,9.71322E+12,1.04197E+13,1.13023E+13,1.20197E+13,1.22178E+13,1.08436E+13,1.20431E+13,1.27246E+13,1.29352E+13,1.32789E+13,1.3849E+13,1.44709E+13,1.48181E+13,1.55444E+13,1.61772E+13,1.65059E+13,1.5105E+13,1.64827E+13
"Hong Kong SAR, China",,4956983168,5719366058,6269546981,6918107924,7272898655,8262676377,8485463537,9817454291,10936495887,12266618666,13825007998,14522634420,16014399308,14822133089,15405439436,18994317665,20540502894,24766111557,29159837977,34738856842,39073804313,38355256571,42002664685,47939463041,50815272922,56842854866,71916292867,88348994058,94236104278,1.03985E+11,1.21826E+11,1.46884E+11,1.63399E+11,1.85119E+11,2.08302E+11,2.18454E+11,2.37437E+11,2.20585E+11,2.15471E+11,2.52545E+11,2.5004E+11,2.67839E+11,2.99238E+11,3.42548E+11,3.74447E+11,4.11331E+11,4.4891E+11,4.63717E+11,4.26988E+11,5.05434E+11,5.34171E+11,5.56931E+11,6.03334E+11,6.09621E+11,5.98683E+11,6.03874E+11,6.4385E+11,6.72763E+11,6.23886E+11,5.81099E+11,6.74718E+11
Honduras,1146802869,1171182977,1283393987,1541260581,1728174741,2024488077,2367997904,2634303892,2890607790,2785273237,3156913777,2819342804,2700567828,3263186123,3578877300,3322573612,3657018933,4316532407,4860396957,4985423246,5097946905,4519700322,3453851214,3535118301,4097736599,4113364885,4344663518,4441558892,4772878555,4832266042,4694737125,4976046271,5347999482,5726203999,5788717149,6020015777,6166921666,6079403265,6535749225,6813932710,7073362260,7326882063,7759363482,8371245857,9724576302,10076198983,10484896070,11626344270,11903149153,8783417734,10118914923,11400582838,12116399347,11620053704,12011007400,13027942329,12823249302,13741721892,14363000177,14021582193,11427812003,15198836694
Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65171130333,70662973695,78266031850,81683842475,86279569330,87827596220,92104957019,1.00261E+11,1.09761E+11,1.20514E+11,1.235E+11,1.40235E+11,1.49936E+11,1.46377E+11,1.66154E+11,1.77294E+11,1.98776E+11,2.07757E+11,2.16818E+11,2.26198E+11,2.29662E+11,2.32098E+11,2.46917E+11,2.64296E+11,2.40572E+11,3.04366E+11
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9869828130,10863386064,14019834016,12510999855,12113176686,12976864333,14519182588,17158686292,19168320799,20164140699,21219351794,22971760128,24363095335,25299398491,20152785139,19540387510,20036499111,19563884057,20188823839,20900183561,22860507327,24341608056,26396014330,28376042270,30228704784,26522457634,30422784409
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771470618.2,680643240.3,863174825.7,729292760.4,648654827.5,957836527.8,783608459,1325512036,1757321886,1884128144,2008427547,2464470537,3185615947,3053373053,2807288951,3073617408,3052951435,3247067181,3304463745,3388891229,3494465785,3700034692,4465335145,4138072672,4003701801,4213321058,4554628137,4490959841,5465067122,6033462888,6233368546,6492590124,5305824256,5449769183
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11268651070,11296480778,13583384647,14784756074,17010136665,18208618761,22583258303,27681240099,31352370383,38619970823,40879027682,44426577645,48618449339,57368136540,61980406863,71348446744,81441572320,86240784728,74005985698,81217563298,84510423957,81856196468,85225342558,94515826121,99881467427,1.03348E+11,1.12026E+11,1.19827E+11,1.29661E+11,1.24531E+11,1.35338E+11
IBRD only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.19493E+12,,,,,,
IDA & IBRD total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.51882E+12,6.03526E+12,5.23585E+12,5.99097E+12,6.55925E+12,6.79757E+12,6.90942E+12,6.96507E+12,6.69068E+12,6.7538E+12,7.42258E+12,7.87588E+12,7.90331E+12,,
IDA total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92405E+11,1.77877E+11,1.80346E+11,2.13073E+11,2.37329E+11,2.32889E+11,2.1004E+11,2.20097E+11,2.61017E+11,2.68896E+11,3.30824E+11,3.09582E+11,3.83576E+11,4.5158E+11,5.22802E+11,5.08472E+11,4.64207E+11,4.74661E+11,4.86445E+11,4.74707E+11,4.90565E+11,5.06627E+11,4.95638E+11,5.00688E+11,5.35394E+11,6.11666E+11,6.62887E+11,6.05294E+11,7.10883E+11
IDA blend,,,,,,,,,,,,,,,,,,,,,,1.76537E+11,1.38446E+11,1.01461E+11,81870181331,88053648611,72165585371,58817222556,56698338542,67172833906,72314548482,82494663901,82403965756,97373242557,86652800917,84325034822,1.06656E+11,1.23553E+11,1.15597E+11,92407826603,97188978878,1.26289E+11,1.30564E+11,1.72179E+11,1.33063E+11,1.73373E+11,2.22013E+11,2.61953E+11,2.38169E+11,2.10102E+11,1.97345E+11,1.94875E+11,1.65505E+11,1.7344E+11,1.81087E+11,1.64207E+11,1.63826E+11,1.78063E+11,2.19611E+11,2.51991E+11,,
Indonesia,3014627648,4060518873,3980538955,2922343128,3180739783,2922343128,2799297102,3586791671,3832883724,4589616786,5149476207,5660117216,7198192547,8736267877,11083027582,11956919991,12925107780,15792484240,18256117094,21939613438,25256553089,32090976090,34724606251,39006413432,36075451902,37979275087,39562316286,40344197528,32802044674,37211703822,45812397471,53521500056,57035195647,59566272821,71655377194,86659302332,92608254233,1.06236E+11,1.00616E+11,59690446800,75170549509,78312574025,74984717584,76157278850,96455702634,1.13595E+11,1.23344E+11,1.34525E+11,1.4798E+11,1.25817E+11,1.47639E+11,1.69827E+11,1.83411E+11,1.86826E+11,1.90786E+11,1.78864E+11,1.74562E+11,1.88645E+11,2.11539E+11,1.96463E+11,1.6362E+11,2.01754E+11
IDA only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27185E+11,1.3032E+11,1.42776E+11,1.76279E+11,2.05525E+11,2.14842E+11,2.41827E+11,2.58073E+11,2.45147E+11,2.73354E+11,2.88881E+11,3.08932E+11,3.16616E+11,3.24856E+11,3.31658E+11,3.37233E+11,3.57446E+11,3.90609E+11,4.08322E+11,3.71713E+11,4.47341E+11
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,9173868193,8278874685,8602513729,8894310033,9194914833,8178305943,10519123224,10104289182,8653214625,7525256410,8873403072,10473143080,10275366811,11105112538,9688312740,9812270950,9998333139,12737437846,12743697509,15205886602,17388569681,19132542438,19793413002,24144831970,20684862603,23554041119,27578006188,27117944529,29611296728,30228505958,31245943891,31250693424,37853364719,45146672735,55350540107,70918365667,69187966253,78321251123,94647779058,1.01266E+11,1.05914E+11,1.09032E+11,1.22113E+11,1.39067E+11,1.69933E+11,2.2477E+11,2.73105E+11,3.00284E+11,3.67693E+11,3.60612E+11,4.17632E+11,5.02878E+11,5.3316E+11,4.8973E+11,4.93996E+11,4.65097E+11,4.85478E+11,5.70048E+11,6.20341E+11,6.15105E+11,5.30159E+11,6.88563E+11
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,,,,,,,,,,,9997525527,10463425523,10993287828,13085720407,12786379377,11480930948,13165304657,14911742299,17253906259,19645467951,18762222463,19083094700,18488212721,19350771342,21257645657,21947311103,23182463015,24614472470,25821512653,29297102835,30787156457,31526126437,34100599096,36673719259,42352957374,49302619924,55634910669,64894762127,82919785392,93380950837,1.13632E+11,1.28519E+11,1.3538E+11,1.32107E+11,1.34623E+11,1.51751E+11,1.65867E+11,1.81377E+11,1.76324E+11,1.73322E+11,1.74088E+11,1.78791E+11,1.76998E+11,1.78871E+11,2.0514E+11,2.71704E+11,3.23361E+11,3.27117E+11,3.37972E+11,4.78751E+11,4.43116E+11,4.268E+11
