Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Dominican Republic,2171996697,2018999580,2263982764,1989901988,2021815449,1655748600,1806435925,2020417583,2095021097,2338781463,2601260346,2995563844,3932688261,4410765645,4164173529,4300244553,5517379496,5469133629,5494226454,6844437245,5608465752,6077482282,5311441506,5646551510,5933307599,5935320134,5530486319,6252709842,5630453027,5535614105,5485525249,5847569919,6435585068,7000429396,7447941185,8074459606,8622234217,9625927833,9915358181,10444591574,11261183539,10441909731,10515192904,12017900958,12528014000,12091097942,11930741916,12058102265,11501274367,10526735258,12217810270,13109412425,13836608622,15088600905,16406571047,16909888522,18176926602,19059286773,20213306291,20523893443,14301317137,19473730254
Algeria,24114192359,24114192359,8315238869,13720143191,14135905699,14135905699,15348637594,15803412435,17925694053,19555301483,20313260057,15045455417,20843828932,21980765278,20654340029,20768033378,21488092641,21374399328,22662926781,24292535723,21147012665,21210453475,23373919090,24823103051,26238020058,26920207937,26839448141,28449813302,28563612159,30848701747,31897557677,31610482129,32843288308,32219268085,31123812214,33084611492,35565957973,37806614622,38449324514,40758235332,43351695906,42284898117,43995144277,47705524197,49169197705,51990999077,50617907670,50091251601,48658892728,43775514313,43401072841,42092824271,40501187565,38192619874,38269005114,38460350139,41152574649,38642267595,37212503695,34942540969,31161223492,34009883754
East Asia & Pacific (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3343E+12,,,,,,
Early-demographic dividend,1.68868E+11,1.77526E+11,1.66914E+11,1.85811E+11,1.9682E+11,2.1509E+11,2.33059E+11,2.47108E+11,2.65591E+11,2.9194E+11,3.17973E+11,3.36217E+11,3.8059E+11,4.14688E+11,4.12124E+11,3.96999E+11,4.36956E+11,4.5199E+11,4.35876E+11,4.37551E+11,3.97509E+11,4.03199E+11,4.33422E+11,4.61215E+11,4.68728E+11,4.68277E+11,4.7395E+11,5.18303E+11,5.53645E+11,5.90052E+11,6.23964E+11,6.67122E+11,7.02639E+11,7.47689E+11,8.06767E+11,8.94546E+11,9.73772E+11,1.04142E+12,1.09554E+12,1.09022E+12,1.2266E+12,1.22229E+12,1.24876E+12,1.34916E+12,1.49522E+12,1.6492E+12,1.78815E+12,1.88078E+12,1.95674E+12,1.79755E+12,2.01106E+12,2.16633E+12,2.25627E+12,2.31976E+12,2.36617E+12,2.38864E+12,2.47103E+12,2.63288E+12,2.83093E+12,2.82783E+12,2.50079E+12,2.83111E+12
East Asia & Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.66099E+12,,,,,,
Europe & Central Asia (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.21863E+11,4.07722E+11,2.931E+11,2.87009E+11,3.11177E+11,3.3377E+11,3.67536E+11,3.81969E+11,3.87219E+11,3.92985E+11,4.47298E+11,4.61973E+11,5.06845E+11,5.6188E+11,6.40428E+11,6.61092E+11,6.95597E+11,7.44286E+11,7.63123E+11,7.04277E+11,7.43593E+11,7.82889E+11,8.14696E+11,8.40425E+11,8.46223E+11,8.63681E+11,8.79002E+11,9.45522E+11,1.00472E+12,1.03495E+12,9.40874E+11,1.03885E+12
Europe & Central Asia,,,,,,,,,,,1.10794E+12,1.1763E+12,1.26611E+12,1.39922E+12,1.48736E+12,1.43087E+12,1.56683E+12,1.65881E+12,1.7462E+12,1.8556E+12,1.88422E+12,1.98478E+12,1.99969E+12,2.05677E+12,2.23312E+12,2.34817E+12,2.37837E+12,2.4623E+12,2.59109E+12,2.76659E+12,2.87338E+12,2.85322E+12,2.83521E+12,2.87482E+12,3.12521E+12,3.38794E+12,3.58709E+12,3.96543E+12,4.19436E+12,4.39715E+12,4.94388E+12,5.12482E+12,5.25744E+12,5.3805E+12,5.83594E+12,6.16309E+12,6.7025E+12,7.1178E+12,7.22434E+12,6.43915E+12,7.06519E+12,7.51103E+12,7.67369E+12,7.87372E+12,8.13916E+12,8.60696E+12,8.90145E+12,9.39493E+12,9.75885E+12,1.00344E+13,9.16118E+12,1.00448E+13
Ecuador,811227155.2,778247527.1,942548210.4,865476253.5,897858424.5,975288855.6,1012172009,1085914155,1114737115,978752794.7,980589099.8,1083793398,1969785330,4148995103,5091850989,4110730327,4218906487,4281205772,4558065003,4690359142,4708110457,4747801883,4515275361,4438681012,4560336223,4901337634,5470733880,4916123623,6755713607,6845783711,6888881967,8037601708,8480977126,9007046677,10168206507,11221514165,10983327168,11750617134,11194035486,12048233641,12353797220,12157723330,12233560972,13115622201,15368672963,16695456088,17885174195,17888252642,18422028743,17539918092,17498336545,18490100528,19500876638,19999778318,21242750371,21107369000,21407321524,21560821032,21809646958,22604745084,21384640082,21357387645
"Egypt, Arab Rep.",1753804656,1635678982,1503088939,1849028415,2135302370,2136507734,2231731492,2383607360,1559741048,1799005807,1976973155,2078006314,2041597968,2131708623,2231831573,2751839272,3092643762,4349681430,4466137235,5107215029,5976070736,7750875991,6943823918,7462373762,7895672883,7982567558,8130523356,7548094184,8391951533,9790610121,10489939416,10839604058,12238262653,12391159669,12455890933,13862240143,14109029989,13975419225,13604642800,14851022028,15894900276,16417950014,17234513016,19618537864,24585256314,29551974765,35834873595,44178960593,56885559113,48630191860,47179129689,47767398131,46669297029,48776723406,43440175967,43423180593,36896956974,68644315622,90304354729,88303427329,69169559065,59909417126
Euro area,,,,,,,,,,,5.58504E+11,5.95505E+11,6.51158E+11,7.19602E+11,7.71259E+11,7.41391E+11,8.15377E+11,8.61389E+11,9.13544E+11,9.80338E+11,9.93591E+11,1.04929E+12,1.05861E+12,1.08951E+12,1.1814E+12,1.23159E+12,1.23833E+12,1.2803E+12,1.36755E+12,1.4869E+12,1.5893E+12,1.67453E+12,1.73644E+12,1.75564E+12,1.91748E+12,2.08401E+12,2.18817E+12,2.42992E+12,2.60593E+12,2.75405E+12,3.11647E+12,3.24015E+12,3.3085E+12,3.34297E+12,3.61156E+12,3.80067E+12,4.12966E+12,4.41238E+12,4.4448E+12,3.90006E+12,4.33309E+12,4.61545E+12,4.72016E+12,4.80895E+12,5.03018E+12,5.37095E+12,5.53405E+12,5.84494E+12,6.05796E+12,6.22051E+12,5.65759E+12,6.27929E+12
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,,,,,,,,,,,29556027639,33753459141,38276324088,42104487509,41683416272,41516050691,43592185635,48866868722,54095062108,57124916581,58435950298,65034304453,68653891656,75253843510,84313198222,84875712381,85073870274,89553209030,92971440724,94302617648,98727622448,1.0687E+11,1.14894E+11,1.23897E+11,1.4455E+11,1.5814E+11,1.73909E+11,1.98936E+11,2.15142E+11,2.32506E+11,2.56776E+11,2.66898E+11,2.70695E+11,2.80354E+11,2.92421E+11,2.9795E+11,3.12041E+11,3.35746E+11,3.32703E+11,2.96645E+11,3.23531E+11,3.49975E+11,3.53248E+11,3.68714E+11,3.85404E+11,4.02039E+11,4.23633E+11,4.46981E+11,4.54703E+11,4.65943E+11,3.7207E+11,4.26898E+11
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4226406431,4375122210,4611884495,4730554665,5933403108,6714293814,6746132396,6277271110,6674798484,6863072836,7561221617,8868731521,10635595295,11649108693,13118694021,13236484347,10548346530,13102863491,16270221006,17055466550,17533023088,17995977327,17725575722,18580396600,19478209993,20234197681,21545449972,20472944884,24533040881
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7370470109,6606784844,6624964392,6811911988,6047701985,5555353440,5981207894,6685670437,7869310060,7828622085,10601946473
European Union,,,,,,,,,,,6.76779E+11,7.2094E+11,7.85951E+11,8.69054E+11,9.29419E+11,8.9216E+11,9.76735E+11,1.02943E+12,1.09079E+12,1.17132E+12,1.18797E+12,1.25489E+12,1.26787E+12,1.31113E+12,1.41906E+12,1.48468E+12,1.49503E+12,1.55266E+12,1.6395E+12,1.75812E+12,1.82164E+12,1.90013E+12,1.96809E+12,1.99725E+12,2.18318E+12,2.38294E+12,2.50916E+12,2.78424E+12,2.98452E+12,3.1523E+12,3.56618E+12,3.70802E+12,3.79527E+12,3.85768E+12,4.18282E+12,4.42663E+12,4.83155E+12,5.1751E+12,5.2428E+12,4.61744E+12,5.1255E+12,5.46906E+12,5.59033E+12,5.70821E+12,5.98468E+12,6.38428E+12,6.60848E+12,6.99091E+12,7.25845E+12,7.47886E+12,6.84901E+12,7.5856E+12
Fragile and conflict affected situations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05189E+11,4.46083E+11,3.96806E+11,4.15432E+11,3.68593E+11,3.39745E+11,3.13638E+11,3.1205E+11,3.13208E+11,3.13839E+11,3.41366E+11,3.57481E+11,3.81014E+11,3.41289E+11,
Finland,,,,,,,,,,,10666712694,10543458016,12070236515,12941789957,12956122644,11253650560,12873723560,14938993045,16100841658,17654678957,19084731232,20192025096,19813681201,20671334665,22020502340,22160300964,22728371564,23485059356,24312755972,24723275742,25070553277,23091182280,25487730123,29736054982,33687030385,36635006136,38746409166,44181912818,48101821860,53555077718,62180430929,63313243591,65835166391,65171677682,70869026376,75793044584,83231219003,90711554912,96699595982,77249835010,82024068978,83688338314,83883612583,84364031664,82717514535,83041492299,86274612862,93885871292,95297171689,1.01658E+11,94061174329,98441531221
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2286803966,,,,,,
France,35413511995,37295270600,37730210637,40895545510,44284500044,49069958621,52462267434,56382318383,62288110931,71931704619,83525261000,91591218893,1.01657E+11,1.14304E+11,1.27471E+11,1.23397E+11,1.33902E+11,1.44486E+11,1.53956E+11,1.64307E+11,1.68875E+11,1.77071E+11,1.75077E+11,1.8338E+11,1.95797E+11,1.99936E+11,1.98003E+11,2.03537E+11,2.20761E+11,2.42345E+11,2.52393E+11,2.68236E+11,2.84196E+11,2.85317E+11,3.08596E+11,3.3592E+11,3.50258E+11,3.95928E+11,4.3082E+11,4.52843E+11,5.11194E+11,5.26899E+11,5.37424E+11,5.3227E+11,5.6079E+11,5.83085E+11,6.18057E+11,6.35308E+11,6.38107E+11,5.68566E+11,6.18004E+11,6.57333E+11,6.76015E+11,6.90487E+11,7.13083E+11,7.46212E+11,7.59463E+11,7.92773E+11,8.28661E+11,8.42075E+11,7.08883E+11,7.74869E+11
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1369743902,,,,,,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85658000,,,,,,
Gabon,504385717.6,546070494.9,604429144.6,758662834.1,942075816.8,1021276868,984340825,1267815530,1342614157,1551298086,1722127284,1822774859,1939126534,1952051008,2932693518,3623399085,4223601926,4080474761,4234681168,3481190610,3730508898,3461183587,3399152393,3543630110,4375947398,4073643477,3698315493,3462753997,3576608720,4920879659,5496434916,5656539149,5800950700,6528440425,6821484385,7246531434,7422619844,7673352694,7195556250,6814182675,6050991995,5700896768,5281523617,5376669847,5448227942,5907127873,5503801048,5672550423,5327366455,5244265926,6020922612,6319979770,6089985023,6069121985,6093221495,6620833366,6402553814,6650914351,6741195211,7685131483,8458244878,8511716696
United Kingdom,,,,,,,,,,,1.36297E+11,1.45728E+11,1.47295E+11,1.6542E+11,1.77518E+11,1.72257E+11,1.87943E+11,2.00871E+11,2.04585E+11,2.123E+11,2.11659E+11,2.10613E+11,2.12957E+11,2.17244E+11,2.31888E+11,2.45461E+11,2.55683E+11,2.70662E+11,2.72275E+11,2.84679E+11,2.99713E+11,3.00211E+11,3.1381E+11,3.28091E+11,3.58371E+11,3.92222E+11,4.20062E+11,4.71702E+11,4.84275E+11,4.98804E+11,5.42655E+11,5.59743E+11,5.67919E+11,5.79247E+11,6.08088E+11,6.52431E+11,7.36136E+11,7.25044E+11,7.32535E+11,6.67775E+11,7.05017E+11,7.5678E+11,7.61674E+11,7.6829E+11,7.74578E+11,8.03738E+11,8.30596E+11,8.77555E+11,9.01923E+11,9.32213E+11,8.11386E+11,8.00953E+11
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3765081743,4390340634,4993874763,5855417970,5866919314,6110518662,6642797338,7418719429,8164808531,8963043890,5591036928,6987304235
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4537634801,5362019468,6259761747,6736772993,8399355078,12921742792,14884039784,14347481910,14210196733,16715084477,17198749700,21290345270,22698996389,25589275035,12626433559,21348586456
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1687392476,2192056194,1954134084,2064230894,2186582052,2165925804,2229915518,1951259768,2080161225,1890478301,2613900648,4674536774,4658211636,3925322196,11234150784,11616111911
"Gambia, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199041964.5,189328651.9,208863202.8,189139781.9,154738466.4,180370819.1,173841314.5,203709750.8,249686097.2,253295599.3,280885235.8,270072130.7,235382308.1,257954349.5,371982533.8,332572805,162084412.7,172133565.8
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219656184.5,229235059.3,253332615.2,192042976.4,280757681.1,205822952.2,240396976.6,246344959.9,288714347.2,319565537.5,262672749.9,316319897.3,343821413.4,293528179.7,
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6913559346,6864808113,8508387342,9817168489,9216597088,9201944069,8216879540,8597227198,7945283233,7984810620,7470701273,6800281581,6544533406,6173975507,5339449086,5077612541,5303411008
Greece,1972008602,2167265341,2068359811,2389501882,2236468988,2597850762,3406293446,3509075725,3443897501,3775591927,4210971997,4986530384,6152152451,7960965798,7970138141,8792657770,10051688618,10686346634,11973974067,14225675003,15800630770,17128976217,14308842980,13472288012,14946779606,15220474246,17784964618,18840899131,18440935267,18799233594,18147131816,18895390638,20788929717,20249071811,21744270244,22396387555,23311162072,28696714343,29992196018,37323750686,45603334191,45658145237,42313867016,42003211173,49795063906,51457958556,54140329125,59889140354,61968972196,50492730050,52947278790,53285582584,54331413873,55302520578,59863506169,62867562248,62606905494,67935678443,74129804876,77751364793,60999546403,74381911724
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754725135.5,830135076.1,873310443.1,818909859.9,843901135.1,905658785.7,830703921.5,909090819.7,947753346.4,910759432.9,932299712.7,1042541954,939163780.7,1081602673,1040683726,1078151677,965728861.6,906246592.6,
Guatemala,1404898831,1437955234,1493049324,2047663006,1968694758,2226186132,2736812980,2561399803,2881000771,3250195009,3177641914,3309890602,3784700083,4147465580,4422983658,4569008249,4870241353,5173310948,5167801165,5686693267,5979661137,5118207337,4685644234,4175935766,4040931917,4169507024,3586327061,3802149567,4016135292,4549721966,5162290515,4692991371,5133820314,5476262669,5660344562,6371309282,6924730761,7485826945,7665061462,8017960463,8324001960,7991872029,8048638704,8006981498,8664912840,8482115218,8888465126,9725413632,9709561456,9451168704,10030901174,10332626145,10513823964,11214332060,11991186981,12331463396,12622367876,12810454205,12770556648,12780786675,12212142717,13729324884
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081126437,907463601.5,1141356322,1190544061,1171471264,1140352490,1050007663,900436781.6,899432950.2,957655172.4,1007846743,1069080460,1065065134,1048000000,1126298851,1144367816,1147379310,1347141762,349333333.3,
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,,,,,,,,,,,1.37602E+12,1.46114E+12,1.57336E+12,1.75163E+12,1.86174E+12,1.80972E+12,1.98015E+12,2.09835E+12,2.2294E+12,2.38107E+12,2.49286E+12,2.61687E+12,2.60224E+12,2.6706E+12,2.93323E+12,3.07251E+12,3.1656E+12,3.33924E+12,3.62166E+12,3.89948E+12,4.15826E+12,4.37028E+12,4.60486E+12,4.76345E+12,5.1918E+12,5.66527E+12,6.01857E+12,6.68027E+12,6.97902E+12,7.36496E+12,8.2405E+12,8.27598E+12,8.44915E+12,8.76048E+12,9.61178E+12,1.0243E+13,1.11501E+13,1.19165E+13,1.2215E+13,1.09513E+13,1.22767E+13,1.30929E+13,1.34605E+13,1.38685E+13,1.43934E+13,1.49368E+13,1.53155E+13,1.60319E+13,1.66463E+13,1.68483E+13,1.54089E+13,1.68429E+13
"Hong Kong SAR, China",,6733601567,7266114334,7703162628,8381109554,9081928177,10067648589,11158653388,12503732906,14380455072,15934736034,16432568348,17912640598,19448773365,18799664665,19037082823,23821618052,24787450032,27823543482,32265624772,36347601141,40992544438,40575135971,45111065801,53134432184,55868842981,63188407476,79976108638,95800961084,1.02034E+11,1.08939E+11,1.23496E+11,1.4488E+11,1.6224E+11,1.77124E+11,1.94512E+11,2.06767E+11,2.19583E+11,2.0766E+11,2.14422E+11,2.50538E+11,2.47951E+11,2.69201E+11,3.04327E+11,3.53387E+11,3.96363E+11,4.36694E+11,4.72416E+11,4.88981E+11,4.43924E+11,5.21838E+11,5.46936E+11,5.64459E+11,6.0859E+11,6.14506E+11,6.06075E+11,6.10139E+11,6.45729E+11,6.69334E+11,6.28231E+11,5.86242E+11,6.85887E+11
Honduras,1113090258,1126312418,1163010715,1207534345,1315740183,1797943931,2093148707,2250735263,2534606931,2382957029,2593162294,2935859074,2941255876,3240778096,2919668679,3033001475,3065382275,3057286899,3797675207,4175224731,4051222554,4213896058,3784073219,3811277196,3794954810,3895876128,4154047308,4254702023,4216616455,4431527875,4453291056,4363517931,4711728843,4660041281,4189412475,4757975603,5141551681,5209561621,5291173548,4700847249,5005531792,5203792715,5724714596,6224366905,7046097563,7419993316,7535271609,7726436878,7792862983,6554036560,7582019447,8216045706,9025228534,8909611112,9208837280,9475880830,9559906940,10025498371,10162637538,10408420214,8240454408,10010141845
Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61403871312,63645431588,68071056622,77162410973,77394095411,80350766810,87373899488,93023957658,1.01446E+11,1.07004E+11,1.14809E+11,1.22395E+11,1.30355E+11,1.29577E+11,1.4029E+11,1.22579E+11,1.31824E+11,1.32241E+11,1.43469E+11,1.449E+11,1.45431E+11,1.61862E+11,1.71564E+11,1.84004E+11,1.63257E+11,1.89162E+11
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9198025704,10738341089,11457321247,11432403327,11598022822,13185201805,14495036373,15193971986,16223565683,17407604005,18204098700,19650997646,20634444744,20198192662,17406458381,18761299531,19193485797,18913857792,19383100621,20816420609,22969269548,24588031045,26281470097,27255863621,29120831338,22502966489,29997883051
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430617253.8,473800490.1,475403912,428241737.8,322848920.4,394622763.7,261747765.1,353799724.5,450387586,514690535.2,634491517,739083884.1,785776904.4,735836636.8,735411506.8,1029323223,937899729.9,934332755.4,1035192769,958302881.9,1048630197,1166860805,1097381485,1372397070,1346892194,1569742964,1645601214,1747794244,1767049149,1755820608,1641020830,1752793385,1056715744,1071354256
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11666178146,11911359656,10703626893,12172164356,16604254786,18126225914,22249462558,25693454933,28725583310,35908170370,39079706085,41330833326,43913837452,51768866852,58434278145,69839760858,81087023529,86513076710,77235588412,85822806154,91322105376,89766178300,93449276400,1.02045E+11,1.09561E+11,1.13728E+11,1.21093E+11,1.27129E+11,1.34023E+11,1.25879E+11,1.3879E+11
IBRD only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.42901E+12,,,,,,
IDA & IBRD total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.77403E+12,,,,,,
IDA total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4044E+11,1.4705E+11,1.49783E+11,1.54516E+11,1.69636E+11,1.73254E+11,1.82437E+11,1.90814E+11,1.9214E+11,2.04291E+11,2.24249E+11,2.46311E+11,2.68858E+11,3.21745E+11,3.28531E+11,3.67253E+11,3.44838E+11,3.72424E+11,3.72436E+11,3.31315E+11,3.28226E+11,3.55157E+11,3.45376E+11,3.53461E+11,3.83749E+11,4.05377E+11,4.48369E+11,4.0198E+11,4.41171E+11
IDA blend,,,,,,,,,,,,,,,,,,,,,,36638784002,34310482652,35451478501,38340661122,40348289229,41407099956,42847370220,43944131680,52220275075,52150446648,57088129776,52852697138,58548285128,60244861644,58569879297,58654666147,65982899436,64780778057,61676377378,67174204854,63601509608,67022537484,79042865112,80481507420,88188324775,1.14442E+11,1.08361E+11,1.28581E+11,1.07618E+11,1.21407E+11,1.38227E+11,1.29813E+11,1.21751E+11,1.32785E+11,1.32231E+11,1.39555E+11,1.48854E+11,1.53085E+11,1.73001E+11,,
Indonesia,9313082277,10154841637,9277262729,8722059748,9760826617,10065292769,9957834127,9939924353,10978691222,12518931753,14739743681,16476991721,20238044178,25252780789,26168317625,23621223291,26574808522,32519271724,33121549520,33973688694,32058706351,31292340486,26930954215,28622180101,30493935407,28114113691,32390928187,37127641572,37518029245,41437336892,41624238416,49899245692,57216671088,60997965804,67061888508,72239852968,77701199624,83761873007,93129109860,63509413725,80329830473,80847942020,79864078787,84565181843,96005439132,1.11944E+11,1.22472E+11,1.32935E+11,1.45609E+11,1.31499E+11,1.51574E+11,1.73961E+11,1.7676E+11,1.84125E+11,1.86104E+11,1.82158E+11,1.79134E+11,1.95072E+11,2.07779E+11,2.06788E+11,1.89956E+11,2.35613E+11
IDA only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.30373E+11,1.39591E+11,1.44385E+11,1.68831E+11,1.83738E+11,2.0553E+11,2.22849E+11,2.37898E+11,2.3919E+11,2.52084E+11,2.33456E+11,2.00773E+11,2.05811E+11,2.21664E+11,2.12538E+11,2.13395E+11,2.34342E+11,2.51713E+11,2.74814E+11,2.43002E+11,2.6826E+11
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,5166800062,5157196365,5127293330,5558195055,5196242633,4475826384,5632396134,5911545319,6097052022,5978890891,7865698298,7948448370,8603229978,9030247502,9770709492,11377877700,13632840726,13146508730,14172334790,15753144082,16578188174,16442755309,17432692712,17273197821,18533770225,17363379154,18306624068,20636559099,22178742236,24835563354,27593408174,30259562280,31740236573,36113912231,40824489992,53641776712,57015699869,55688273891,63420213065,74835514959,88420788419,92231303975,1.11678E+11,1.2238E+11,1.55638E+11,1.96236E+11,2.36256E+11,2.50116E+11,2.87079E+11,2.73201E+11,3.26415E+11,3.76987E+11,4.02642E+11,4.34018E+11,4.41733E+11,4.16788E+11,4.37562E+11,4.57535E+11,5.12128E+11,4.94742E+11,4.49037E+11,5.43629E+11
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,,,,,,,,,,,6722142508,6997654530,7249690369,8041104804,8097821994,8709318928,9416220657,10737436374,12060154371,12840300594,13656130970,13923190722,14693947137,16229824751,18922400620,20167367282,20749377802,23596039492,25725399989,28378361810,30855772062,32615380731,37144989298,40747664196,46914306885,56274547069,63264734578,74366718054,91300277985,1.057E+11,1.28095E+11,1.46039E+11,1.55497E+11,1.52857E+11,1.62823E+11,1.71746E+11,1.82139E+11,1.98352E+11,1.90807E+11,1.99677E+11,2.11593E+11,2.18211E+11,2.1642E+11,2.22877E+11,2.55419E+11,3.55671E+11,3.71981E+11,4.07829E+11,4.54929E+11,5.02338E+11,5.50048E+11,6.41415E+11
"Iran, Islamic Rep.",20709696091,23219897103,26280750607,28945822632,32540120738,37872415775,42602434647,49511402641,56555882772,66915032790,75409277686,88386178031,1.01086E+11,1.12684E+11,1.10622E+11,99314238357,1.10114E+11,1.01471E+11,73854409732,57548886292,19506465444,17422595070,33683645843,41056844677,32584926667,29512782346,24698968043,36051420360,41106710172,44611747339,53805602302,62770001628,63699421486,69486645325,70451428092,64141612769,64588163468,61043009410,62474923491,60906215873,65857693889,61903121833,63927458266,73082468660,73925662980,75434341240,78420709799,78277749826,75908589753,75610059182,81277734706,80843313033,63872968588,62311944109,69429131315,76420864825,97377701997,97869539355,93583597520,75774102110,67912756240,
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26302590916,30922249580,32020128562,30815250331,31945390282,38561184220,38403174647,42809937645,57560660439,57062870066,56494441133,60034857048,62820020418,56452690233,
Iceland,,,,,,,,,,,1388716333,1274400697,1459255418,1585691624,1543468007,1583929645,1790909415,1950554543,2246209461,2386997521,2451418725,2528978747,2302801093,2556185412,2617687477,2906958016,3079820890,3180418274,3065771503,3155990314,3155178890,2968720469,2909882424,3099394012,3386962557,3309443294,3577189366,3748389390,3801748683,3920214586,4071600923,4346271555,4500863979,4534279983,4904457205,5253508553,5006079334,6175985633,6389947309,6921372744,6987423838,7224711349,7484664364,7993981563,8304840678,9047940783,10038804698,10548745531,10726048980,10225317766,7134509655,8015118663
Israel,,,,,,,,,,,6109393422,7581362892,8611610308,9083479268,9620885640,9778175378,11143988251,12440205394,13083964152,13497187942,14510673127,15263946486,14719464174,14958886326,16984910939,18688996870,19681692380,21722998842,21383558767,22233908580,22645669225,22001195489,25090878522,27562624587,31112284893,34237982334,36325794005,39621775053,42086713005,48168613353,59440006089,52502156769,51409298229,55573430728,65310568329,68362818576,71778915398,79135586639,83516833412,73480031045,84441635093,91284371253,91187153553,95842421852,96551837914,94471763646,96382444235,1.01456E+11,1.06618E+11,1.10795E+11,1.08697E+11,1.23439E+11
Italy,,,,,,,,,,,87171537535,93659042476,1.0159E+11,1.07675E+11,1.15369E+11,1.17309E+11,1.31333E+11,1.45309E+11,1.61086E+11,1.73645E+11,1.59129E+11,1.70011E+11,1.6779E+11,1.74166E+11,1.87581E+11,1.94286E+11,1.97558E+11,2.05685E+11,2.16357E+11,2.34806E+11,2.49354E+11,2.44499E+11,2.62315E+11,2.8585E+11,3.13369E+11,3.528E+11,3.57875E+11,3.75894E+11,3.86021E+11,3.82245E+11,4.28438E+11,4.39453E+11,4.27128E+11,4.21583E+11,4.47424E+11,4.61816E+11,5.00194E+11,5.31193E+11,5.14358E+11,4.22718E+11,4.72436E+11,4.98042E+11,5.08164E+11,5.10065E+11,5.23404E+11,5.45775E+11,5.55956E+11,5.86181E+11,5.98737E+11,6.08158E+11,5.26508E+11,5.96445E+11
