Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3186804312,3325330000,3569037741,3203833873,3391300286,3280106662,2956478769,2979587932
Bolivia,905171097.9,910487815.1,982263496.8,1168586039,1246371177,1294308530,1465254940,1814383586,1823428370,1872270201,1690470051,1885733962,2082201458,2316050877,2292899572,2192010858,2427842652,2379062073,2307908980,2343874922,2231658653,2260514713,1963894818,2001293575,1879905055,1527572279,1819834784,1839941578,1963381530,2446563857,2717359951,2915558758,2948003251,3104382997,3573036234,3898836035,4057466392,3971845010,4229317060,3687761611,4242423499,4597820943,4859585943,5450659963,6356589425,6886494732,7667205152,7904057983,8075934453,7207314494,7917424533,8281084187,9382102800,9766290206,10827442704,10186598886,9604501667,9126725157,9600403085,9425705643,7653686413,8834044964
Brazil,6077811396,6393498141,5919933592,7577512257,6551376037,6788329365,7577665477,7340843912,8524881960,10182494277,12572113923,13264790266,16470029685,18817784660,19256910715,21485458843,21422485927,21340659767,24168674272,26416334596,32390201541,39306415482,35693420165,40787393904,49753687761,53257278053,47625720008,56789003297,64209129047,67458690252,64141596946,61044594101,71140798446,79453150444,82636439596,80957547227,80617635252,89501125238,93894024229,99251889155,1.12016E+11,1.22356E+11,1.30281E+11,1.44632E+11,1.65566E+11,1.81534E+11,1.90315E+11,2.02069E+11,2.02896E+11,1.84134E+11,2.05718E+11,2.15617E+11,2.17143E+11,2.21117E+11,2.17646E+11,2.32489E+11,2.34495E+11,2.46006E+11,2.55977E+11,2.49421E+11,2.44824E+11,2.58997E+11
Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1892295040,,,,,,
Brunei Darussalam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6846507903,6933976212,7542021726,7997703179,7774800177,7996292382,9340764247,9019106755,8562014571,7709904360,8786328305,9830970986,9959072096,10533861745,10772315607,10695398944,10560621410,10948205255,9893084059,9278125679,8789008780,8103687890,7860557957,7955751688,7504224670,7568544758,6751036439,6623100311,6443936384,6627384929,7613596670,8186513890,8903926122
Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127304688.4,146466019.4,146993643.9,83536512.87,92549837.71,136948671.6,146784743.6,176027319.4,189936543.6,207133067.1,213907711.5,210819410,216969441.7,252253347,322174548.3,432840943.8,656478268.4,759982232.6,685183509.1,668828803.5,719133331.6,742166936.7,724350641,752395403.8,712587440.4,689952056,653531981.1,695691105.2,727553540.5,832282977.5,663996480.7,
Botswana,,,,,,,,,,,,,,,,419203875.3,538411356.8,637091679.3,724655979.6,771575180.4,836089060.4,866595630.8,1066161317,1439400743,1552061357,1688749869,1848011433,2175831988,2506266757,2419066175,2412767240,2497416883,2382565202,2361188696,2522818347,2797432842,3174256475,3585048002,2932800380,3743676822,3773750007,3609806074,3874981650,3603752972,3870034758,4574023794,4717321153,5117413846,4990510700,3110555459,3608985386,4603114572,5424340410,7474876383,7754320051,7183591667,6582440272,6223206807,6962676612,6468958770,5299094974,
Central African Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139105013.6,198301655.3,288346429.4,307810337.1,231409393.8,263149964.5,289437776.7,265619088.1,326539607.7,156555682.1,159612148.9,155077554.7,146538065
Canada,,36115119298,37789172469,41117444144,46701323983,48804601209,55212813369,61138644348,68655222625,74139928654,80940869323,84880050858,92210976053,1.01513E+11,96933233756,88891431326,95797099353,1.01943E+11,1.12103E+11,1.16331E+11,1.17575E+11,1.19588E+11,1.17938E+11,1.24759E+11,1.47991E+11,1.54627E+11,1.61584E+11,1.66743E+11,1.81928E+11,1.8349E+11,1.91831E+11,1.94943E+11,2.09435E+11,2.32044E+11,2.61782E+11,2.84992E+11,3.01303E+11,3.27204E+11,3.58344E+11,3.97148E+11,4.32993E+11,4.20434E+11,4.25602E+11,4.18328E+11,4.41464E+11,4.51494E+11,4.55473E+11,4.60654E+11,4.39723E+11,3.82712E+11,4.08268E+11,4.27978E+11,4.40024E+11,4.50852E+11,4.79358E+11,4.95747E+11,5.02721E+11,5.09986E+11,5.28771E+11,5.35553E+11,4.88999E+11,4.95677E+11
Central Europe and the Baltics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75579E+11,1.92325E+11,2.16086E+11,2.29551E+11,2.31487E+11,2.60659E+11,2.80477E+11,2.97514E+11,3.28307E+11,3.76758E+11,4.24872E+11,4.88882E+11,5.5011E+11,5.81544E+11,5.22087E+11,5.92903E+11,6.46946E+11,6.70114E+11,7.06508E+11,7.53495E+11,8.01864E+11,8.59827E+11,9.26694E+11,9.75873E+11,1.01747E+12,9.64489E+11,1.07208E+12
Switzerland,,,,,,,,,,,73411632109,76265568402,81120964973,87495990986,88397884003,82591174296,90275798659,99047636551,1.02729E+11,1.05262E+11,1.10599E+11,1.27362E+11,1.24806E+11,1.2133E+11,1.40418E+11,1.51659E+11,1.53956E+11,1.50399E+11,1.61877E+11,1.71308E+11,1.74765E+11,1.71945E+11,1.78609E+11,1.77452E+11,1.79947E+11,1.85089E+11,1.90661E+11,2.18893E+11,2.2452E+11,2.31927E+11,2.60099E+11,2.6038E+11,2.55809E+11,2.52773E+11,2.77731E+11,2.95856E+11,3.14943E+11,3.5055E+11,3.65338E+11,3.33504E+11,3.75482E+11,3.90381E+11,3.942E+11,4.48611E+11,4.20732E+11,4.38119E+11,4.66645E+11,4.65089E+11,4.80589E+11,4.76831E+11,4.482E+11,5.04418E+11
Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,1023499081,1074106772,1102133264,1160207597,1267279208,1256576286,1306965266,1349710767,1377132637,1426232940,1455800885,1467681606,1246131794,1280996785,1869214923,1913205167,2378902248,2661835601,2959478866,3378668611,3862487493,3518311915,3683585571,3684668235,3768025127,4232271125,4659469511,4973530257,5548256596,6442135848,6997266476,7867263601,8962922936,9279691384,10358696941,11496456839,12851310801,14221097073,14507330678,16645450967,19440885471,22108286525,23882069725,28352911197,36639719979,42052244332,54706033695,62203547363,59068471666,54549902877,64191544644,70012078172,67250637475,67355776972,74648985110,70787389826,72042033982,77664747258,82620343871,83323360189,96580230216,1.17317E+11
China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36209E+12,,,,,,
Cote d'Ivoire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10959829085,11901116784,12294891050,13133787406,12214375110,11441280820,11846646977,10299798512,11571932852,12222461031,12921857822,11833391598,11167669414,13269901654,12068374726,12107729687,13374798092,11657748947,12327879818,12532872743,11679932924,12848505874,12837685722,15126723642,14098598524,14672310105
Cameroon,770199937.5,737387521.4,715910187.4,632983849.8,676535288.1,701939993.5,699560490.5,703338123.3,733788098.9,814389652.4,887232601.4,871705146.4,915292911,939173908.9,1067542622,957680803.2,1111725242,979177299.5,1290255779,1529904767,1999307209,2547091723,2144719879,2564680970,3700169338,4029940724,3471744041,3053989102,3194465167,3934694293,3548050077,3402579929,3582916690,2911689273,3228747601,3726069931,4364969256,4659125390,4329442554,4164162531,4573974189,4862568838,4849767034,4276856086,4659222796,4371293003,4793356900,5478461821,5301485059,4665757095,5280906065,5549991472,5618031186,5800946613,6452925761,6760653982,6947032109,6837900905,6983504652,7767260222,6589653375,7044333997
"Congo, Dem. Rep.",1039999280,938544671.7,846246446.2,723342230.9,861377026,751636467.1,761066957.4,723067386.4,1041443366,1046867013,1186039221,1321814491,1410408552,1543584443,1424112312,1335227246,1251490184,1247786020,1560807048,1307345860,1589108105,1374987469,1234561533,1684553801,2836404038,3028903574,2847936078,3074770960,3131125572,2944192727,2915328218,2416382416,1407494574,1282414460,1186199101,1428183673,1648123909,1283687237,1593730384,2382436632,2296046940,1848442121,3372923347,3870262035,3976291880,4493144548,4072278246,5160798222,5402581618,3874701694,5376222518,6721231135,7488727584,8277037318,10047237533,10458963519,10367384423,11128789908,12714039248,12897469117,13928804842,14856508974
"Congo, Rep.",198921601,213840723.2,371320327.3,442600567.8,485700249.2,489015615.5,441955038.8,486969882.8,628149693.1,810251311.9,1049644090,1086472514,1125348414,1164224141,1205145600,1207191508,1244022199,1379061846,1512056632,1579575758,1923320272,2101332168,2293383409,2689275450,2952622138,2760780179,2664859201,2675323307,3024126868,3256081329,3484007022,3275264917,3298536485,3560940131,3466988587,4001466348,4167742963,4664465992,5082831457,5194759825,5131866989,4840487263,4902323560,4779488215,4675262039,5138827688,5347104303,4436381482,4635067311,5374983501,5526561995,5850284096,5357458830,4988925466,5321745349,5080489798,5328055398,6096951600,6789791572,7290520518,,
Colombia,3055853054,2852100834,3083122833,3008688088,3183884029,3387983722,3363150526,3549583445,3865424907,4480736317,4233967929,4427390933,4953578763,5327824222,5149761010,5893469241,5705472750,5448771084,6820207323,7389899232,7767271835,6848167661,6741476894,6681325375,7369848726,8427558922,10172504822,10964775747,10992276212,11916163075,14012636659,15688417510,16564753402,17595055108,17602597042,18229397044,19979969328,20609617703,22129675181,23440616269,24881381602,25580766603,24972605733,26810663363,29440416126,32140345702,35199559543,37388932539,38150453581,36164225806,36910064183,41434330718,43287802909,45312325565,45181393546,45930514341,45834594785,47012253523,47314236005,48773453289,37701491702,43063069496
Comoros,,,,,,,,,,,,,,,,,,,,,30780905.21,31970563.7,34011443.34,35651145.05,37116500.26,37962895.22,38671743.46,39305182.31,40361517,39077747.6,41067348.86,38851519.43,42165912.71,43433393.82,41141551.67,42626815.05,42076217.87,43772030.13,44333480.29,45186511.18,50088380.67,51256906.52,52448519.56,53552090.72,54580077.59,56128732.97,57614406.53,57148389.9,56576906,67269941.32,77158622.64,80244967.41,78961048,87488841.26,93613060.1,97918670.09,106407549.3,118956309.4,141840961.5,151538862.9,81367256.7,100137837.3
Cabo Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521108206.2,562152300.2,467544172.4,499687610.2,554253330.5,628924102.9,632638051.8,624889842.7,717082167.8,748977694.8,805346394.2,899435115.7,977781458.2,406481799.8,430169093.8
Costa Rica,412942154.1,408627189,455228811.4,587020172.1,526672304,538261067.2,655073335,703894082.3,920443684.8,1011427805,1157828404,1248072816,1464622418,1577859429,1710082287,1676363917,1767224752,1911344584,2101326331,2169810990,2075559825,2306348812,2180475118,2151873064,2394497384,2298890087,2382292197,2881348725,3093706647,3590975546,3874715319,4219665952,4939870954,5339744099,5550197932,6161740166,6547253020,7116566647,8145541465,8562472832,8754311609,8903311593,9141928969,9660370380,10663439652,11304514718,12213566959,13132385767,13417628975,12282262399,13427884592,14374295883,15174120871,15676616967,16454856914,16930124512,18524480369,19812843991,20781882423,21667496118,19297255738,22638636829
Caribbean small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,,,,,,,,,,,2078810656,2257228381,2366417716,2447944031,2471498804,2705114928,2852464940,3102955884,3307991646,3337848095,3175300326,3808780965,4161181625,4374776472,4667087011,4779471579,4852042902,4770555227,4795598505,4553539111,4390486270,4235652066,3985063861,2991783004,3264623106,3406044138,4244335736,4035903775,4268324069,4815577908,5493328279,5295664414,5094482261,5389058991,6415333188,9462597795,9587870201,10910640196,12173279435,12552828172,14284252747,15063607036,15129708220,15393046810,14955926074,14941000000,11992034251,11992034251,11709504995,11171100186,8875683245,
Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970670391,,,,,,
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,,,,,,,,,,,,,,,,861074453.7,1422847869,1740304152,1847160481,2230494158,2471698830,2819759587,3042809015,3291275565,3788209277,3747230220,3683946501,4188660752,4755621031,5549780888,5920665702,5419582089,6495925426,6311779913,6828943064,8095550578,8614742468,8612802392,9114341650,9335936449,10154770621,10333615203,9971903068,9682839797,9991829405,10300728750,10537944700,11103111126,11040409436,10526530474,11172797318,11949540532,11885611726,12023520483,12774253202,13909862421,14890662059,16555408055,17759161003,19088222499,18113515018,20647546293
Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20502189258,19261905422,21101377428,24440287169,25366691356,31318298694,32100167691,34537120789,37870745465,39838731643,45727323543,50038802785,50500330301,54956207124,71266913969,84207896743,96240540678,1.06857E+11,1.1136E+11,1.00416E+11,1.15138E+11,1.25689E+11,1.31068E+11,1.31408E+11,1.42859E+11,1.51477E+11,1.58055E+11,1.69432E+11,1.75713E+11,1.78312E+11,1.65969E+11,1.74467E+11
Germany,,,,,,,,,,,1.53461E+11,1.57073E+11,1.66785E+11,1.8466E+11,2.06428E+11,1.93761E+11,2.137E+11,2.22239E+11,2.28385E+11,2.39738E+11,2.52828E+11,2.71078E+11,2.81118E+11,2.7971E+11,3.04482E+11,3.27189E+11,3.23295E+11,3.25688E+11,3.44125E+11,3.795E+11,4.22568E+11,4.69155E+11,4.67422E+11,4.39695E+11,4.74512E+11,5.05862E+11,5.35637E+11,6.01174E+11,6.47334E+11,6.8152E+11,7.75729E+11,8.19683E+11,8.54184E+11,8.70411E+11,9.70764E+11,1.03567E+12,1.16296E+12,1.26631E+12,1.29089E+12,1.10656E+12,1.26599E+12,1.3717E+12,1.41156E+12,1.42574E+12,1.49411E+12,1.5754E+12,1.61432E+12,1.6934E+12,1.73216E+12,1.75138E+12,1.58816E+12,1.74586E+12
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3254665298,3478995323,3525582233,2639589493,4026061742,4423070454,4830650786,3395720889,
Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255900000,,,,,,
Denmark,,,,,,,19251051292,19965688270,21922623663,23236885397,24125061638,25652376783,27002286381,29258473540,30257535383,30038454763,31069009165,32183170848,32632429893,36185882787,38205237594,41514432349,42828182260,44796655566,46274083278,49067420117,49724594646,52139961625,56906628852,59557237496,63444330414,67358124951,67540542310,68370777797,74001535022,76012506835,79555789404,83143675593,86554416641,96313935114,1.08462E+11,1.12104E+11,1.16983E+11,1.15569E+11,1.19065E+11,1.28377E+11,1.41648E+11,1.46823E+11,1.52508E+11,1.3844E+11,1.4251E+11,1.52764E+11,1.54539E+11,1.57029E+11,1.61943E+11,1.67736E+11,1.74632E+11,1.83038E+11,1.89175E+11,1.98688E+11,1.84766E+11,1.9922E+11
